scope,display_name,base_species,species,method,location,period,chance,requirement,evolution_from
species,SPECIES_METAGROSS,SPECIES_METAGROSS,SPECIES_METAGROSS,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_METANG
species,SPECIES_REGIROCK,SPECIES_REGIROCK,SPECIES_REGIROCK,wild,Mt. Silver (Mountainside),all,1%,post-game,
species,SPECIES_REGICE,SPECIES_REGICE,SPECIES_REGICE,wild,Ice Path 1F,all,1%,post-game,
species,SPECIES_REGISTEEL,SPECIES_REGISTEEL,SPECIES_REGISTEEL,wild,Mt. Silver (Mountainside),all,1%,post-game,
species,SPECIES_LATIAS,SPECIES_LATIAS,SPECIES_LATIAS,wild,Bell Tower 6F,all,1%,post-game,
species,SPECIES_LATIOS,SPECIES_LATIOS,SPECIES_LATIOS,wild,Bell Tower 7F,all,1%,post-game,
species,SPECIES_KYOGRE,SPECIES_KYOGRE,SPECIES_KYOGRE,wild,Seafoam Islands B3F,all,1%,post-game,
species,SPECIES_GROUDON,SPECIES_GROUDON,SPECIES_GROUDON,wild,Mt. Silver (Expert Belt room),all,1%,post-game,
species,SPECIES_RAYQUAZA,SPECIES_RAYQUAZA,SPECIES_RAYQUAZA,wild,Route 26,all,1%,post-game,
species,SPECIES_JIRACHI,SPECIES_JIRACHI,SPECIES_JIRACHI,wild,Bell Tower 6F,all,1%,post-game,
species,SPECIES_DEOXYS,SPECIES_DEOXYS,SPECIES_DEOXYS,wild,Bell Tower 2F,all,1%,post-game,
species,SPECIES_TURTWIG,SPECIES_TURTWIG,SPECIES_TURTWIG,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_GROTLE,SPECIES_GROTLE,SPECIES_GROTLE,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_TURTWIG
species,SPECIES_TORTERRA,SPECIES_TORTERRA,SPECIES_TORTERRA,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_GROTLE
species,SPECIES_CHIMCHAR,SPECIES_CHIMCHAR,SPECIES_CHIMCHAR,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_MONFERNO,SPECIES_MONFERNO,SPECIES_MONFERNO,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_CHIMCHAR
species,SPECIES_INFERNAPE,SPECIES_INFERNAPE,SPECIES_INFERNAPE,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_MONFERNO
species,SPECIES_PIPLUP,SPECIES_PIPLUP,SPECIES_PIPLUP,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_PRINPLUP,SPECIES_PRINPLUP,SPECIES_PRINPLUP,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_PIPLUP
species,SPECIES_EMPOLEON,SPECIES_EMPOLEON,SPECIES_EMPOLEON,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_PRINPLUP
species,SPECIES_STARLY,SPECIES_STARLY,SPECIES_STARLY,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_STARAVIA,SPECIES_STARAVIA,SPECIES_STARAVIA,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_STARLY
species,SPECIES_STARAPTOR,SPECIES_STARAPTOR,SPECIES_STARAPTOR,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_STARAVIA
species,SPECIES_BIDOOF,SPECIES_BIDOOF,SPECIES_BIDOOF,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_BIBAREL,SPECIES_BIBAREL,SPECIES_BIBAREL,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_BIDOOF
species,SPECIES_KRICKETOT,SPECIES_KRICKETOT,SPECIES_KRICKETOT,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_KRICKETUNE,SPECIES_KRICKETUNE,SPECIES_KRICKETUNE,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_KRICKETOT
species,SPECIES_SHINX,SPECIES_SHINX,SPECIES_SHINX,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_LUXIO,SPECIES_LUXIO,SPECIES_LUXIO,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_SHINX
species,SPECIES_LUXRAY,SPECIES_LUXRAY,SPECIES_LUXRAY,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_LUXIO
species,SPECIES_BUDEW,SPECIES_BUDEW,SPECIES_BUDEW,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_ROSERADE,SPECIES_ROSERADE,SPECIES_ROSERADE,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_ROSELIA
species,SPECIES_CRANIDOS,SPECIES_CRANIDOS,SPECIES_CRANIDOS,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_RAMPARDOS,SPECIES_RAMPARDOS,SPECIES_RAMPARDOS,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_CRANIDOS
species,SPECIES_SHIELDON,SPECIES_SHIELDON,SPECIES_SHIELDON,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_BASTIODON,SPECIES_BASTIODON,SPECIES_BASTIODON,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_SHIELDON
species,SPECIES_BURMY,SPECIES_BURMY,SPECIES_BURMY,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_WORMADAM,SPECIES_WORMADAM,SPECIES_WORMADAM,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_BURMY
species,SPECIES_MOTHIM,SPECIES_MOTHIM,SPECIES_MOTHIM,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_BURMY
species,SPECIES_COMBEE,SPECIES_COMBEE,SPECIES_COMBEE,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_VESPIQUEN,SPECIES_VESPIQUEN,SPECIES_VESPIQUEN,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_COMBEE
species,SPECIES_PACHIRISU,SPECIES_PACHIRISU,SPECIES_PACHIRISU,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_BUIZEL,SPECIES_BUIZEL,SPECIES_BUIZEL,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_FLOATZEL,SPECIES_FLOATZEL,SPECIES_FLOATZEL,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_BUIZEL
species,SPECIES_CHERUBI,SPECIES_CHERUBI,SPECIES_CHERUBI,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_CHERRIM,SPECIES_CHERRIM,SPECIES_CHERRIM,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_CHERUBI
species,SPECIES_SHELLOS,SPECIES_SHELLOS,SPECIES_SHELLOS,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_GASTRODON,SPECIES_GASTRODON,SPECIES_GASTRODON,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_SHELLOS
species,SPECIES_AMBIPOM,SPECIES_AMBIPOM,SPECIES_AMBIPOM,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_AIPOM
species,SPECIES_DRIFLOON,SPECIES_DRIFLOON,SPECIES_DRIFLOON,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_DRIFBLIM,SPECIES_DRIFBLIM,SPECIES_DRIFBLIM,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_DRIFLOON
species,SPECIES_BUNEARY,SPECIES_BUNEARY,SPECIES_BUNEARY,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_LOPUNNY,SPECIES_LOPUNNY,SPECIES_LOPUNNY,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_BUNEARY
species,SPECIES_MISMAGIUS,SPECIES_MISMAGIUS,SPECIES_MISMAGIUS,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_MISDREAVUS
species,SPECIES_HONCHKROW,SPECIES_HONCHKROW,SPECIES_HONCHKROW,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_MURKROW
species,SPECIES_GLAMEOW,SPECIES_GLAMEOW,SPECIES_GLAMEOW,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_PURUGLY,SPECIES_PURUGLY,SPECIES_PURUGLY,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_GLAMEOW
species,SPECIES_CHINGLING,SPECIES_CHINGLING,SPECIES_CHINGLING,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_STUNKY,SPECIES_STUNKY,SPECIES_STUNKY,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_SKUNTANK,SPECIES_SKUNTANK,SPECIES_SKUNTANK,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_STUNKY
species,SPECIES_BRONZOR,SPECIES_BRONZOR,SPECIES_BRONZOR,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_BRONZONG,SPECIES_BRONZONG,SPECIES_BRONZONG,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_BRONZOR
species,SPECIES_BONSLY,SPECIES_BONSLY,SPECIES_BONSLY,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_MIMEJR,SPECIES_MIMEJR,SPECIES_MIMEJR,wild,Route 30,morning,4%,none,
species,SPECIES_HAPPINY,SPECIES_HAPPINY,SPECIES_HAPPINY,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_CHATOT,SPECIES_CHATOT,SPECIES_CHATOT,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_SPIRITOMB,SPECIES_SPIRITOMB,SPECIES_SPIRITOMB,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_GIBLE,SPECIES_GIBLE,SPECIES_GIBLE,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_GABITE,SPECIES_GABITE,SPECIES_GABITE,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_GIBLE
species,SPECIES_GARCHOMP,SPECIES_GARCHOMP,SPECIES_GARCHOMP,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_GABITE
species,SPECIES_MUNCHLAX,SPECIES_MUNCHLAX,SPECIES_MUNCHLAX,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_RIOLU,SPECIES_RIOLU,SPECIES_RIOLU,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_LUCARIO,SPECIES_LUCARIO,SPECIES_LUCARIO,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_RIOLU
species,SPECIES_HIPPOPOTAS,SPECIES_HIPPOPOTAS,SPECIES_HIPPOPOTAS,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_HIPPOWDON,SPECIES_HIPPOWDON,SPECIES_HIPPOWDON,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_HIPPOPOTAS
species,SPECIES_SKORUPI,SPECIES_SKORUPI,SPECIES_SKORUPI,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_DRAPION,SPECIES_DRAPION,SPECIES_DRAPION,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_SKORUPI
species,SPECIES_CROAGUNK,SPECIES_CROAGUNK,SPECIES_CROAGUNK,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_TOXICROAK,SPECIES_TOXICROAK,SPECIES_TOXICROAK,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_CROAGUNK
species,SPECIES_CARNIVINE,SPECIES_CARNIVINE,SPECIES_CARNIVINE,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_FINNEON,SPECIES_FINNEON,SPECIES_FINNEON,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_LUMINEON,SPECIES_LUMINEON,SPECIES_LUMINEON,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_FINNEON
species,SPECIES_MANTYKE,SPECIES_MANTYKE,SPECIES_MANTYKE,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_SNOVER,SPECIES_SNOVER,SPECIES_SNOVER,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_ABOMASNOW,SPECIES_ABOMASNOW,SPECIES_ABOMASNOW,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_SNOVER
species,SPECIES_WEAVILE,SPECIES_WEAVILE,SPECIES_WEAVILE,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_SNEASEL
species,SPECIES_MAGNEZONE,SPECIES_MAGNEZONE,SPECIES_MAGNEZONE,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_MAGNETON
species,SPECIES_LICKILICKY,SPECIES_LICKILICKY,SPECIES_LICKILICKY,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_LICKITUNG
species,SPECIES_RHYPERIOR,SPECIES_RHYPERIOR,SPECIES_RHYPERIOR,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_RHYDON
species,SPECIES_TANGROWTH,SPECIES_TANGROWTH,SPECIES_TANGROWTH,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_TANGELA
species,SPECIES_ELECTIVIRE,SPECIES_ELECTIVIRE,SPECIES_ELECTIVIRE,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_ELECTABUZZ
species,SPECIES_MAGMORTAR,SPECIES_MAGMORTAR,SPECIES_MAGMORTAR,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_MAGMAR
species,SPECIES_TOGEKISS,SPECIES_TOGEKISS,SPECIES_TOGEKISS,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_TOGETIC
species,SPECIES_YANMEGA,SPECIES_YANMEGA,SPECIES_YANMEGA,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_YANMA
species,SPECIES_LEAFEON,SPECIES_LEAFEON,SPECIES_LEAFEON,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_EEVEE
species,SPECIES_GLACEON,SPECIES_GLACEON,SPECIES_GLACEON,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_EEVEE
species,SPECIES_GLISCOR,SPECIES_GLISCOR,SPECIES_GLISCOR,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_GLIGAR
species,SPECIES_MAMOSWINE,SPECIES_MAMOSWINE,SPECIES_MAMOSWINE,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_PILOSWINE
species,SPECIES_PORYGON_Z,SPECIES_PORYGON_Z,SPECIES_PORYGON_Z,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_PORYGON2
species,SPECIES_GALLADE,SPECIES_GALLADE,SPECIES_GALLADE,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_KIRLIA
species,SPECIES_PROBOPASS,SPECIES_PROBOPASS,SPECIES_PROBOPASS,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_NOSEPASS
species,SPECIES_DUSKNOIR,SPECIES_DUSKNOIR,SPECIES_DUSKNOIR,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_DUSCLOPS
species,SPECIES_FROSLASS,SPECIES_FROSLASS,SPECIES_FROSLASS,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_SNORUNT
species,SPECIES_ROTOM,SPECIES_ROTOM,SPECIES_ROTOM,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_UXIE,SPECIES_UXIE,SPECIES_UXIE,wild,Route 7,all,1%,post-game,
species,SPECIES_MESPRIT,SPECIES_MESPRIT,SPECIES_MESPRIT,wild,Bell Tower 9F,all,1%,post-game,
species,SPECIES_AZELF,SPECIES_AZELF,SPECIES_AZELF,wild,Cerulean Cave 1F,all,1%,post-game,
species,SPECIES_DIALGA,SPECIES_DIALGA,SPECIES_DIALGA,wild,Mt. Silver 3F,all,1%,post-game,
species,SPECIES_PALKIA,SPECIES_PALKIA,SPECIES_PALKIA,wild,Whirl Islands 1F,all,1%,post-game,
species,SPECIES_HEATRAN,SPECIES_HEATRAN,SPECIES_HEATRAN,wild,Rock Tunnel 1F,all,1%,post-game,
species,SPECIES_REGIGIGAS,SPECIES_REGIGIGAS,SPECIES_REGIGIGAS,wild,Route 1,all,1%,post-game,
species,SPECIES_GIRATINA,SPECIES_GIRATINA,SPECIES_GIRATINA,wild,Bell Tower 3F,all,1%,post-game,
species,SPECIES_CRESSELIA,SPECIES_CRESSELIA,SPECIES_CRESSELIA,wild,Mt. Moon 2F,all,1%,post-game,
species,SPECIES_PHIONE,SPECIES_PHIONE,SPECIES_PHIONE,wild,Whirl Islands 1F,all,1%,post-game,
species,SPECIES_MANAPHY,SPECIES_MANAPHY,SPECIES_MANAPHY,wild,Seafoam Islands B4F,all,1%,post-game,
species,SPECIES_DARKRAI,SPECIES_DARKRAI,SPECIES_DARKRAI,wild,Mt. Moon 2F,all,1%,post-game,
species,SPECIES_SHAYMIN,SPECIES_SHAYMIN,SPECIES_SHAYMIN,wild,Route 3,all,1%,post-game,
species,SPECIES_ARCEUS,SPECIES_ARCEUS,SPECIES_ARCEUS,wild,"Mt. Silver (Top, snowy area)",all,1%,post-game,
species,SPECIES_VICTINI,SPECIES_VICTINI,SPECIES_VICTINI,wild,Route 7,all,1%,post-game,
species,SPECIES_SNIVY,SPECIES_SNIVY,SPECIES_SNIVY,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_SERVINE,SPECIES_SERVINE,SPECIES_SERVINE,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_SNIVY
species,SPECIES_SERPERIOR,SPECIES_SERPERIOR,SPECIES_SERPERIOR,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_SERVINE
species,SPECIES_TEPIG,SPECIES_TEPIG,SPECIES_TEPIG,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_PIGNITE,SPECIES_PIGNITE,SPECIES_PIGNITE,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_TEPIG
species,SPECIES_EMBOAR,SPECIES_EMBOAR,SPECIES_EMBOAR,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_PIGNITE
species,SPECIES_OSHAWOTT,SPECIES_OSHAWOTT,SPECIES_OSHAWOTT,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_DEWOTT,SPECIES_DEWOTT,SPECIES_DEWOTT,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_OSHAWOTT
species,SPECIES_SAMUROTT,SPECIES_SAMUROTT,SPECIES_SAMUROTT,evolution,same save,any,guaranteed,see Evolution Changes,
species,SPECIES_PATRAT,SPECIES_PATRAT,SPECIES_PATRAT,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_WATCHOG,SPECIES_WATCHOG,SPECIES_WATCHOG,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_PATRAT
species,SPECIES_LILLIPUP,SPECIES_LILLIPUP,SPECIES_LILLIPUP,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_HERDIER,SPECIES_HERDIER,SPECIES_HERDIER,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_LILLIPUP
species,SPECIES_STOUTLAND,SPECIES_STOUTLAND,SPECIES_STOUTLAND,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_HERDIER
species,SPECIES_PURRLOIN,SPECIES_PURRLOIN,SPECIES_PURRLOIN,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_LIEPARD,SPECIES_LIEPARD,SPECIES_LIEPARD,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_PURRLOIN
species,SPECIES_PANSAGE,SPECIES_PANSAGE,SPECIES_PANSAGE,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_SIMISAGE,SPECIES_SIMISAGE,SPECIES_SIMISAGE,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_PANSAGE
species,SPECIES_PANSEAR,SPECIES_PANSEAR,SPECIES_PANSEAR,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_SIMISEAR,SPECIES_SIMISEAR,SPECIES_SIMISEAR,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_PANSEAR
species,SPECIES_PANPOUR,SPECIES_PANPOUR,SPECIES_PANPOUR,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_SIMIPOUR,SPECIES_SIMIPOUR,SPECIES_SIMIPOUR,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_PANPOUR
species,SPECIES_MUNNA,SPECIES_MUNNA,SPECIES_MUNNA,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_MUSHARNA,SPECIES_MUSHARNA,SPECIES_MUSHARNA,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_MUNNA
species,SPECIES_PIDOVE,SPECIES_PIDOVE,SPECIES_PIDOVE,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_TRANQUILL,SPECIES_TRANQUILL,SPECIES_TRANQUILL,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_PIDOVE
species,SPECIES_UNFEZANT,SPECIES_UNFEZANT,SPECIES_UNFEZANT,wild,Route 17,all,1%,post-game,
species,SPECIES_BLITZLE,SPECIES_BLITZLE,SPECIES_BLITZLE,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_ZEBSTRIKA,SPECIES_ZEBSTRIKA,SPECIES_ZEBSTRIKA,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_BLITZLE
species,SPECIES_ROGGENROLA,SPECIES_ROGGENROLA,SPECIES_ROGGENROLA,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_BOLDORE,SPECIES_BOLDORE,SPECIES_BOLDORE,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_ROGGENROLA
species,SPECIES_GIGALITH,SPECIES_GIGALITH,SPECIES_GIGALITH,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_BOLDORE
species,SPECIES_WOOBAT,SPECIES_WOOBAT,SPECIES_WOOBAT,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_SWOOBAT,SPECIES_SWOOBAT,SPECIES_SWOOBAT,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_WOOBAT
species,SPECIES_DRILBUR,SPECIES_DRILBUR,SPECIES_DRILBUR,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_EXCADRILL,SPECIES_EXCADRILL,SPECIES_EXCADRILL,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_DRILBUR
species,SPECIES_AUDINO,SPECIES_AUDINO,SPECIES_AUDINO,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_TIMBURR,SPECIES_TIMBURR,SPECIES_TIMBURR,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_GURDURR,SPECIES_GURDURR,SPECIES_GURDURR,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_TIMBURR
species,SPECIES_CONKELDURR,SPECIES_CONKELDURR,SPECIES_CONKELDURR,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_GURDURR
species,SPECIES_TYMPOLE,SPECIES_TYMPOLE,SPECIES_TYMPOLE,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_PALPITOAD,SPECIES_PALPITOAD,SPECIES_PALPITOAD,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_TYMPOLE
species,SPECIES_SEISMITOAD,SPECIES_SEISMITOAD,SPECIES_SEISMITOAD,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_PALPITOAD
species,SPECIES_THROH,SPECIES_THROH,SPECIES_THROH,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_SAWK,SPECIES_SAWK,SPECIES_SAWK,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_SEWADDLE,SPECIES_SEWADDLE,SPECIES_SEWADDLE,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_SWADLOON,SPECIES_SWADLOON,SPECIES_SWADLOON,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_SEWADDLE
species,SPECIES_LEAVANNY,SPECIES_LEAVANNY,SPECIES_LEAVANNY,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_SWADLOON
species,SPECIES_VENIPEDE,SPECIES_VENIPEDE,SPECIES_VENIPEDE,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_WHIRLIPEDE,SPECIES_WHIRLIPEDE,SPECIES_WHIRLIPEDE,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_VENIPEDE
species,SPECIES_SCOLIPEDE,SPECIES_SCOLIPEDE,SPECIES_SCOLIPEDE,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_WHIRLIPEDE
species,SPECIES_COTTONEE,SPECIES_COTTONEE,SPECIES_COTTONEE,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_WHIMSICOTT,SPECIES_WHIMSICOTT,SPECIES_WHIMSICOTT,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_COTTONEE
species,SPECIES_PETILIL,SPECIES_PETILIL,SPECIES_PETILIL,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_LILLIGANT,SPECIES_LILLIGANT,SPECIES_LILLIGANT,evolution,same save,any,guaranteed,see Evolution Changes,
species,SPECIES_BASCULIN,SPECIES_BASCULIN,SPECIES_BASCULIN,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_SANDILE,SPECIES_SANDILE,SPECIES_SANDILE,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_KROKOROK,SPECIES_KROKOROK,SPECIES_KROKOROK,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_SANDILE
species,SPECIES_KROOKODILE,SPECIES_KROOKODILE,SPECIES_KROOKODILE,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_KROKOROK
species,SPECIES_DARUMAKA,SPECIES_DARUMAKA,SPECIES_DARUMAKA,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_DARMANITAN,SPECIES_DARMANITAN,SPECIES_DARMANITAN,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_DARUMAKA
species,SPECIES_MARACTUS,SPECIES_MARACTUS,SPECIES_MARACTUS,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_DWEBBLE,SPECIES_DWEBBLE,SPECIES_DWEBBLE,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_CRUSTLE,SPECIES_CRUSTLE,SPECIES_CRUSTLE,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_DWEBBLE
species,SPECIES_SCRAGGY,SPECIES_SCRAGGY,SPECIES_SCRAGGY,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_SCRAFTY,SPECIES_SCRAFTY,SPECIES_SCRAFTY,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_SCRAGGY
species,SPECIES_SIGILYPH,SPECIES_SIGILYPH,SPECIES_SIGILYPH,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_YAMASK,SPECIES_YAMASK,SPECIES_YAMASK,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
